종목코드,종목명,테마명,섹터,산업군,업종명,시장구분,기준일
045060,오공,,소재,소재,화학,KOSDAQ,20250407
192410,오늘이엔엠,"['우크라이나 재건', '4차산업 수혜주', '통신장비', '5G(5세대 이동통신)', '로봇(산업용/협동로봇 등)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
080520,오디텍,"['LED', '시스템반도체']",IT,하드웨어,전기·전자,KOSDAQ,20250407
039830,오로라,"['엔젤산업', '캐릭터상품']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
322310,오로스테크놀로지,"['HBM(고대역폭메모리)', '반도체 장비']",산업재,자본재,기계·장비,KOSDAQ,20250407
046120,오르비텍,"['항공기부품', '원자력발전소 해체', '원자력발전']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
475830,오름테라퓨틱,['2025 상반기 신규상장'],의료,제약및바이오,제약,KOSDAQ,20250407
014940,오리엔탈정공,['조선기자재'],산업재,자본재,기계·장비,KOSDAQ,20250407
065500,오리엔트정공,"['그래핀', '자동차부품']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
010470,오리콤,['광고'],산업재,상업서비스,일반서비스,KOSDAQ,20250407
417860,오브젠,['지능형로봇/인공지능(AI)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
352910,오비고,"['자율주행차', '스마트카(SMART CAR)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
053980,오상자이엘,"['SI(시스템통합)', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '엠폭스(원숭이두창)', '화장품']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
036220,오상헬스케어,"['코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '백신/진단시약/방역(신종플루, AI 등)', '의료기기']",의료,제약및바이오,제약,KOSDAQ,20250407
052420,오성첨단소재,['마리화나(대마)'],소재,소재,화학,KOSDAQ,20250407
052300,오션인더블유,,경기소비재,유통,유통,KOSDAQ,20250407
039200,오스코텍,"['치매', '면역항암제', '고령화 사회(노인복지)', '치아 치료(임플란트 등)', '밸류업(25년 기업가치 제고계획 발표)']",의료,제약및바이오,제약,KOSDAQ,20250407
226400,오스테오닉,"['의료기기', '치아 치료(임플란트 등)']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
031510,오스템,['자동차부품'],산업재,자본재,운송장비·부품,KOSDAQ,20250407
368970,오에스피,['사료'],필수소비재,음식료및담배,음식료·담배,KOSDAQ,20250407
138080,오이솔루션,"['통신장비', '5G(5세대 이동통신)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
080580,오킨스전자,"['CXL(컴퓨트익스프레스링크)', '반도체 재료/부품']",IT,하드웨어,전기·전자,KOSDAQ,20250407
067170,오텍,"['재난/안전(지진/화재 등)', '쿠팡(coupang)', '공기청정기', '고령화 사회(노인복지)', '여름', '코로나19(음압병실/음압구급차)']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
353590,오토앤,,경기소비재,유통,유통,KOSDAQ,20250407
173130,오파스넷,"['재택근무/스마트워크', 'SI(시스템통합)', '5G(5세대 이동통신)', 'NI(네트워크통합)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
440320,오픈놀,['일자리(취업)'],IT,소프트웨어,IT 서비스,KOSDAQ,20250407
049480,오픈베이스,"['지능형로봇/인공지능(AI)', '4차산업 수혜주', '보안주(정보)', '사물인터넷', '클라우드 컴퓨팅', '스마트팩토리(스마트공장)', '탄소나노튜브(CNT)', 'NI(네트워크통합)']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
394280,오픈엣지테크놀로지,"['온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', 'HBM(고대역폭메모리)', '뉴로모픽 반도체', '시스템반도체']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
309930,오하임앤컴퍼니,['리모델링/인테리어'],경기소비재,유통,유통,KOSDAQ,20250407
476060,온코닉테라퓨틱스,,산업재,상업서비스,일반서비스,KOSDAQ,20250407
382150,온코크로스,['의료AI'],산업재,상업서비스,일반서비스,KOSDAQ,20250407
244460,올리패스,,의료,제약및바이오,제약,KOSDAQ,20250407
226950,올릭스,"['탈모 치료', 'mRNA(메신저 리보핵산)', '비만치료제']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
057540,옴니시스템,"['스마트홈(홈네트워크)', '스마트그리드(지능형전력망)']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
131030,옵투스제약,['황사/미세먼지'],의료,제약및바이오,제약,KOSDAQ,20250407
082210,옵트론텍,"['카메라모듈/부품', '휴대폰부품', '자율주행차', '갤럭시 부품주']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
109080,옵티시스,"['철도', '메타버스(Metaverse)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
380540,옵티코어,"['통신장비', '5G(5세대 이동통신)']",IT,하드웨어,전기·전자,KOSDAQ,20250407
153710,옵티팜,"['아프리카 돼지열병(ASF)', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '코로나19(치료제/백신 개발 등)']",의료,제약및바이오,제약,KOSDAQ,20250407
432430,와이랩,"['영상콘텐츠', '웹툰']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
338840,와이바이오로직스,['면역항암제'],산업재,상업서비스,일반서비스,KOSDAQ,20250407
122990,와이솔,"['5G(5세대 이동통신)', '휴대폰부품']",IT,하드웨어,전기·전자,KOSDAQ,20250407
